,userID,placeID,rating,food_rating,service_rating,latitude,longitude,smoker,drink_level,dress_preference,ambience,transport,marital_status,hijos,birth_year,interest,personality,religion,activity,color,weight,budget,height,user_cuisines,n_user_cuisines,user_payments,n_user_payments,latitude_rest,longitude_rest,the_geom_meter,name,address,city,state,country,zip,alcohol,smoking_area,dress_code,accessibility,price,Rambience,franchise,area,other_services,rest_cuisines,n_rest_cuisines,rest_payments,n_rest_payments,rest_parking_types,hours_Mon,hours_Tue,hours_Wed,hours_Thu,hours_Fri,hours_Sat,hours_Sun,subrating_mean,subrating_gap,subrating_gap_abs,user_mean_rating_loo,place_mean_rating_loo
204,U1064,135069,0,0,1,22.139511,-100.957002,False,casual drinker,formal,solitary,public,single,independent,1991,variety,hunter-ostentatious,,student,blue,94,medium,1.77,Mexican,1,cash,1.0,22.140129,-100.944872,0101000020957F000038E5D546B74A58C18FD29AD0D29A4B41,Abondance Restaurante Bar,Industrias 908 Valle Dorado,San Luis Potosi,San Luis Potosi,Mexico,78399,Wine-Beer,none,informal,no_accessibility,low,familiar,False,closed,none,Bar,1.0,cash,1.0,yes,09:00-23:30,09:00-23:30,09:00-23:30,09:00-23:30,09:00-23:30,09:00-23:30,09:00-23:30,0.5,-1,1,1.25,0.5454545454545454
205,U1081,135039,0,0,0,22.207749,-100.942383,False,casual drinker,informal,family,public,single,independent,1991,variety,hard-worker,Catholic,student,green,52,low,1.54,Mexican,1,cash,1.0,22.145893,-100.97487,0101000020957F000040D5CE4E014958C177DC62AE09A34B41,Restaurant de Mariscos de Picon,Miguel Barragan 46 Centro,San Luis Potosi,San Luis Potosi,Mexico,79300,No_Alcohol_Served,section,informal,no_accessibility,low,familiar,False,closed,none,Seafood,1.0,cash,1.0,yes,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,10:00-20:00,0.0,0,0,0.6,1.3636363636363635
206,U1064,135060,1,0,1,22.139511,-100.957002,False,casual drinker,formal,solitary,public,single,independent,1991,variety,hunter-ostentatious,,student,blue,94,medium,1.77,Mexican,1,cash,1.0,22.156883,-100.978485,0101000020957F00004C95C918394758C17A5C44896AA34B41,Restaurante Marisco Sam,Ignacio Allende 785 Centro,San Luis Potosi,San Luis Potosi,Mexico,78310,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,False,closed,none,Seafood,1.0,cash,1.0,,11:30-19:00,11:30-19:00,11:30-19:00,11:30-19:00,11:30-19:00,11:30-19:00,11:30-19:00,0.5,-1,1,1.0,1.1428571428571428
207,U1064,135052,2,0,2,22.139511,-100.957002,False,casual drinker,formal,solitary,public,single,independent,1991,variety,hunter-ostentatious,,student,blue,94,medium,1.77,Mexican,1,cash,1.0,22.150981,-100.977412,0101000020957F0000B72147F1274858C189A406ED75A34B41,La Cantina Restaurante,Ignacio Aldama 300 Centro,San Luis Potosi,San Luis Potosi,Mexico,78000,Full_Bar,none,informal,no_accessibility,high,familiar,False,closed,none,Bar | Bar_Pub_Brewery,2.0,MasterCard-Eurocard | VISA | cash,3.0,,08:00-23:30,08:00-23:30,08:00-23:30,08:00-23:30,08:00-23:30,08:00-23:30,08:00-23:30,1.0,-2,2,0.75,1.25
208,U1081,132825,1,0,1,22.207749,-100.942383,False,casual drinker,informal,family,public,single,independent,1991,variety,hard-worker,Catholic,student,green,52,low,1.54,Mexican,1,cash,1.0,22.147392,-100.983092,0101000020957F00001AD016568C4858C1243261274BA54B41,puesto de tacos,esquina santos degollado y leon guzman,San Luis Potosi,San Luis Potosi,Mexico,78280,No_Alcohol_Served,none,informal,completely,low,familiar,False,open,none,Mexican,1.0,cash,1.0,,09:00-12:00,09:00-12:00,09:00-12:00,09:00-12:00,09:00-12:00,09:00-12:00,09:00-12:00,0.5,-1,1,0.5,1.2903225806451613
209,U1081,135032,0,1,1,22.207749,-100.942383,False,casual drinker,informal,family,public,single,independent,1991,variety,hard-worker,Catholic,student,green,52,low,1.54,Mexican,1,cash,1.0,22.152481,-100.973486,0101000020957F000017D69FF5084858C1A8F2188740A24B41,Cafeteria y Restaurant El Pacifico,Constitucion 200 Centro,San Luis Potosi,San Luis Potosi,Mexico,78000,Wine-Beer,section,informal,no_accessibility,medium,familiar,False,closed,none,Cafeteria | Contemporary,2.0,MasterCard-Eurocard | VISA | cash,3.0,public,07:00-23:30,07:00-23:30,07:00-23:30,07:00-23:30,07:00-23:30,07:00-23:30,07:00-23:30,1.0,0,0,0.6,1.2222222222222223
210,U1081,135028,1,2,2,22.207749,-100.942383,False,casual drinker,informal,family,public,single,independent,1991,variety,hard-worker,Catholic,student,green,52,low,1.54,Mexican,1,cash,1.0,22.146658,-100.987219,0101000020957F0000B4F00BDD8B4858C10AC3619C83A64B41,La Virreina,Av. Carranza 830,San Luis Potosi,San Luis Potosi,Mexico,,Wine-Beer,none,informal,no_accessibility,medium,familiar,False,closed,none,Mexican,1.0,American_Express | MasterCard-Eurocard | VISA | cash,4.0,,13:00-23:30,13:00-23:30,13:00-23:30,13:00-23:30,13:00-23:30,13:00-23:30,13:00-19:00,2.0,0,0,0.5,1.5714285714285714
211,U1081,135085,1,2,1,22.207749,-100.942383,False,casual drinker,informal,family,public,single,independent,1991,variety,hard-worker,Catholic,student,green,52,low,1.54,Mexican,1,cash,1.0,22.150802,-100.98268,0101000020957F00009F823DA6094858C18A2D4D37F9A44B41,Tortas Locas Hipocampo,Venustiano Carranza 719 Centro,San Luis Potosi,San Luis Potosi,Mexico,78000,No_Alcohol_Served,not permitted,informal,no_accessibility,medium,familiar,False,closed,none,Fast_Food,1.0,cash,1.0,public,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,1.5,1,1,0.5,1.3428571428571427
212,U1081,135052,0,1,1,22.207749,-100.942383,False,casual drinker,informal,family,public,single,independent,1991,variety,hard-worker,Catholic,student,green,52,low,1.54,Mexican,1,cash,1.0,22.150981,-100.977412,0101000020957F0000B72147F1274858C189A406ED75A34B41,La Cantina Restaurante,Ignacio Aldama 300 Centro,San Luis Potosi,San Luis Potosi,Mexico,78000,Full_Bar,none,informal,no_accessibility,high,familiar,False,closed,none,Bar | Bar_Pub_Brewery,2.0,MasterCard-Eurocard | VISA | cash,3.0,,08:00-23:30,08:00-23:30,08:00-23:30,08:00-23:30,08:00-23:30,08:00-23:30,08:00-23:30,1.0,0,0,0.6,1.3333333333333333
213,U1081,135030,1,1,1,22.207749,-100.942383,False,casual drinker,informal,family,public,single,independent,1991,variety,hard-worker,Catholic,student,green,52,low,1.54,Mexican,1,cash,1.0,22.14788,-100.989472,0101000020957F0000C57C76034C4858C10E437A7E15A74B41,Preambulo Wifi Zone Cafe,Anahuac 805,San Luis Potosi,San Luis Potosi,Mexico,,No_Alcohol_Served,none,informal,no_accessibility,medium,quiet,False,closed,Internet,Cafe-Coffee_Shop | Cafeteria,2.0,cash,1.0,,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,1.0,0,0,0.5,1.6363636363636365
214,U1081,135027,0,1,1,22.207749,-100.942383,False,casual drinker,informal,family,public,single,independent,1991,variety,hard-worker,Catholic,student,green,52,low,1.54,Mexican,1,cash,1.0,22.147145,-100.974494,0101000020957F000087BEDDE8D24858C1B20CDB33DBA24B41,Restaurant Orizatlan,Pascual M. Hernandez 240,San Luis Potosi,San Luis Potosi,Mexico,,Wine-Beer,none,informal,no_accessibility,medium,familiar,False,closed,none,Mexican,1.0,American_Express | MasterCard-Eurocard | VISA | cash,4.0,,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-23:00,08:00-19:00,1.0,0,0,0.6,1.0
215,U1001,132830,1,1,1,22.139997,-100.978803,False,abstemious,informal,family,on foot,single,independent,1989,variety,thrifty-protector,,student,black,69,medium,1.77,American,1,cash,1.0,22.150849,-100.939752,0101000020957F0000F2E21C48374958C1C6826887BA984B41,Rincon Huasteco,,,,,,No_Alcohol_Served,none,informal,completely,low,familiar,False,closed,none,,,,,,00:00-23:30,00:00-23:30,00:00-23:30,00:00-23:30,00:00-23:30,00:00-23:30,00:00-23:30,1.0,0,0,1.125,0.9090909090909091
216,U1001,132825,2,2,1,22.139997,-100.978803,False,abstemious,informal,family,on foot,single,independent,1989,variety,thrifty-protector,,student,black,69,medium,1.77,American,1,cash,1.0,22.147392,-100.983092,0101000020957F00001AD016568C4858C1243261274BA54B41,puesto de tacos,esquina santos degollado y leon guzman,San Luis Potosi,San Luis Potosi,Mexico,78280,No_Alcohol_Served,none,informal,completely,low,familiar,False,open,none,Mexican,1.0,cash,1.0,,09:00-12:00,09:00-12:00,09:00-12:00,09:00-12:00,09:00-12:00,09:00-12:00,09:00-12:00,1.5,1,1,1.0,1.2580645161290323
217,U1014,135076,1,2,1,23.751607,-99.170108,False,abstemious,,friends,public,single,independent,1990,,hard-worker,Catholic,student,blue,53,medium,1.69,Fast_Food | Japanese,2,cash,1.0,22.181017,-100.973614,0101000020957F00005657121FAA4358C1A8030D5598A04B41,Restaurante Pueblo Bonito,Mexico 2015 Providencia,San Luis Potosi,San Luis Potosi,Mexico,78395,Wine-Beer,none,informal,no_accessibility,high,familiar,False,closed,none,,,American_Express | MasterCard-Eurocard | VISA | cash,4.0,yes,12:00-23:30,12:00-23:30,12:00-23:30,12:00-23:30,12:00-23:30,12:00-23:30,12:00-23:30,1.5,1,1,1.4,1.3333333333333333
218,U1088,132830,0,2,2,22.142748,-100.940664,False,social drinker,informal,family,on foot,single,independent,1991,,hard-worker,Catholic,student,blue,62,medium,1.6,Mexican,1,,,22.150849,-100.939752,0101000020957F0000F2E21C48374958C1C6826887BA984B41,Rincon Huasteco,,,,,,No_Alcohol_Served,none,informal,completely,low,familiar,False,closed,none,,,,,,00:00-23:30,00:00-23:30,00:00-23:30,00:00-23:30,00:00-23:30,00:00-23:30,00:00-23:30,2.0,0,0,1.5454545454545454,1.0
219,U1088,135108,2,2,2,22.142748,-100.940664,False,social drinker,informal,family,on foot,single,independent,1991,,hard-worker,Catholic,student,blue,62,medium,1.6,Mexican,1,,,22.136253,-100.933585,0101000020957F00008FAE40D59E4B58C112C66046D5974B41,Potzocalli,Carretera Central Sn,San Luis Potosi,,,,No_Alcohol_Served,none,informal,completely,low,familiar,False,closed,none,,,,,,00:00-23:30,00:00-23:30,00:00-23:30,00:00-23:30,00:00-23:30,00:00-23:30,00:00-23:30,2.0,0,0,1.3636363636363635,1.1
220,U1014,135069,1,0,1,23.751607,-99.170108,False,abstemious,,friends,public,single,independent,1990,,hard-worker,Catholic,student,blue,53,medium,1.69,Fast_Food | Japanese,2,cash,1.0,22.140129,-100.944872,0101000020957F000038E5D546B74A58C18FD29AD0D29A4B41,Abondance Restaurante Bar,Industrias 908 Valle Dorado,San Luis Potosi,San Luis Potosi,Mexico,78399,Wine-Beer,none,informal,no_accessibility,low,familiar,False,closed,none,Bar,1.0,cash,1.0,yes,09:00-23:30,09:00-23:30,09:00-23:30,09:00-23:30,09:00-23:30,09:00-23:30,09:00-23:30,0.5,-1,1,1.4,0.45454545454545453
221,U1014,135050,2,2,2,23.751607,-99.170108,False,abstemious,,friends,public,single,independent,1990,,hard-worker,Catholic,student,blue,53,medium,1.69,Fast_Food | Japanese,2,cash,1.0,22.174887,-100.970825,0101000020957F0000FD78FFF7AD4458C1896A33F029A04B41,Restaurante la Estrella de Dima,Soledad Sn Arboledas de Soledad,Soledad,San Luis Potosi,Mexico,78430,Wine-Beer,none,informal,no_accessibility,high,familiar,False,closed,none,,,American_Express | MasterCard-Eurocard | VISA | cash,4.0,yes,12:00-19:30,12:00-19:30,12:00-19:30,12:00-19:30,12:00-19:30,12:00-19:30,12:00-19:30,2.0,0,0,1.3,1.1428571428571428
222,U1088,135057,1,2,2,22.142748,-100.940664,False,social drinker,informal,family,on foot,single,independent,1991,,hard-worker,Catholic,student,blue,62,medium,1.6,Mexican,1,,,22.145992,-100.955118,0101000020957F000095669021894958C182C9C10E669D4B41,El Herradero Restaurante and Bar,Costado Sur Central Camionera Km 2,San Luis Potosi,San Luis Potosi,Mexico,78390,Wine-Beer,section,informal,no_accessibility,medium,familiar,False,closed,none,Bar,1.0,American_Express | MasterCard-Eurocard | VISA | cash,4.0,yes,13:00-23:00,13:00-23:00,13:00-23:00,13:00-23:00,13:00-23:00,13:00-23:00,13:00-23:00,2.0,0,0,1.4545454545454546,1.2857142857142858
223,U1014,135081,2,1,1,23.751607,-99.170108,False,abstemious,,friends,public,single,independent,1990,,hard-worker,Catholic,student,blue,53,medium,1.69,Fast_Food | Japanese,2,cash,1.0,22.164842,-100.960493,0101000020957F00006ADAD289804658C168CABB6BD09D4B41,El Club,Mexico 810 Centro,San Luis Potosi,San Luis Potosi,Mexico,78000,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,False,closed,none,,,MasterCard-Eurocard | VISA | cash,3.0,,14:00-23:30,14:00-23:30,14:00-23:30,14:00-23:30,14:00-23:30,14:00-23:30,14:00-23:30,1.0,0,0,1.3,1.1
224,U1014,135057,1,0,2,23.751607,-99.170108,False,abstemious,,friends,public,single,independent,1990,,hard-worker,Catholic,student,blue,53,medium,1.69,Fast_Food | Japanese,2,cash,1.0,22.145992,-100.955118,0101000020957F000095669021894958C182C9C10E669D4B41,El Herradero Restaurante and Bar,Costado Sur Central Camionera Km 2,San Luis Potosi,San Luis Potosi,Mexico,78390,Wine-Beer,section,informal,no_accessibility,medium,familiar,False,closed,none,Bar,1.0,American_Express | MasterCard-Eurocard | VISA | cash,4.0,yes,13:00-23:00,13:00-23:00,13:00-23:00,13:00-23:00,13:00-23:00,13:00-23:00,13:00-23:00,1.0,-2,2,1.4,1.2857142857142858
225,U1014,135070,2,2,2,23.751607,-99.170108,False,abstemious,,friends,public,single,independent,1990,,hard-worker,Catholic,student,blue,53,medium,1.69,Fast_Food | Japanese,2,cash,1.0,22.152918,-100.915164,0101000020957F0000ED435B84934958C1B3CF85FA97914B41,Restaurante 75,Villa de Pozos 4497 Villa de Pozos,San Luis Potosi,San Luis Potosi,Mexico,78421,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,False,closed,none,,,cash,1.0,yes,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,2.0,0,0,1.3,0.7142857142857143
226,U1088,135041,2,2,2,22.142748,-100.940664,False,social drinker,informal,family,on foot,single,independent,1991,,hard-worker,Catholic,student,blue,62,medium,1.6,Mexican,1,,,22.15106,-100.977659,0101000020957F0000D2002719234858C1CC7A9FC186A34B41,Luna Cafe,Francisco I. Madero 215,San Luis Potosi,San Luis Potosi,Mexico,,Wine-Beer,none,informal,no_accessibility,medium,familiar,False,closed,none,Bar | Cafeteria,2.0,cash,1.0,,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,2.0,0,0,1.3636363636363635,1.125
227,U1088,135069,1,2,2,22.142748,-100.940664,False,social drinker,informal,family,on foot,single,independent,1991,,hard-worker,Catholic,student,blue,62,medium,1.6,Mexican,1,,,22.140129,-100.944872,0101000020957F000038E5D546B74A58C18FD29AD0D29A4B41,Abondance Restaurante Bar,Industrias 908 Valle Dorado,San Luis Potosi,San Luis Potosi,Mexico,78399,Wine-Beer,none,informal,no_accessibility,low,familiar,False,closed,none,Bar,1.0,cash,1.0,yes,09:00-23:30,09:00-23:30,09:00-23:30,09:00-23:30,09:00-23:30,09:00-23:30,09:00-23:30,2.0,0,0,1.4545454545454546,0.45454545454545453
228,U1088,135082,2,2,2,22.142748,-100.940664,False,social drinker,informal,family,on foot,single,independent,1991,,hard-worker,Catholic,student,blue,62,medium,1.6,Mexican,1,,,22.151448,-100.915099,0101000020957F0000A29FAF95CD4958C1FEEEBB73A9914B41,la Estrella de Dimas,Villa de Pozos 192 Villa de Pozos,San Luis Potosi,San Luis Potosi,Mexico,78421,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,False,closed,none,,,cash,1.0,,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,2.0,0,0,1.3636363636363635,0.625
229,U1014,135043,1,0,0,23.751607,-99.170108,False,abstemious,,friends,public,single,independent,1990,,hard-worker,Catholic,student,blue,53,medium,1.69,Fast_Food | Japanese,2,cash,1.0,22.185756,-100.944518,0101000020957F00006B9D7207BE4358C12419118D05984B41,pizza clasica,524 Soledad de Graciano Sanchez,Soledad,San Luis Potosi,Mexico,,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,False,closed,none,Fast_Food | Pizzeria,2.0,cash,1.0,,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,0.0,0,0,1.4,0.875
230,U1014,135042,1,1,0,23.751607,-99.170108,False,abstemious,,friends,public,single,independent,1990,,hard-worker,Catholic,student,blue,53,medium,1.69,Fast_Food | Japanese,2,cash,1.0,22.159357,-100.973411,0101000020957F0000C66BB014FC4658C17CFE8D93D2A14B41,Restaurant Oriental Express,Tangamanga 7 Tangamanga,San Luis Potosi,San Luis Potosi,Mexico,78269,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,False,closed,none,Chinese,1.0,cash,1.0,,11:00-21:30,11:00-21:30,11:00-21:30,11:00-21:30,11:00-21:30,11:00-21:30,11:00-21:30,0.5,1,1,1.4,1.263157894736842
231,U1088,135071,0,0,0,22.142748,-100.940664,False,social drinker,informal,family,on foot,single,independent,1991,,hard-worker,Catholic,student,blue,62,medium,1.6,Mexican,1,,,22.126375,-100.910926,0101000020957F0000E3A742BFC14D58C1F4E529A7F3914B41,Restaurante la Cantina,De La Estrella 2005 Estrella de Oriente,San Luis Potosi,San Luis Potosi,Mexico,78396,Full_Bar,section,informal,no_accessibility,medium,familiar,False,closed,none,Bar | Bar_Pub_Brewery,2.0,American_Express | MasterCard-Eurocard | VISA | cash,4.0,yes,13:00-23:30,13:00-23:30,13:00-23:30,13:00-23:30,13:00-23:30,13:00-23:30,13:00-20:00,0.0,0,0,1.5454545454545454,1.125
232,U1088,135054,2,2,2,22.142748,-100.940664,False,social drinker,informal,family,on foot,single,independent,1991,,hard-worker,Catholic,student,blue,62,medium,1.6,Mexican,1,,,22.140626,-100.915657,0101000020957F000011E92CCE714B58C19BF8C0CA75924B41,Restaurante y Pescaderia Tampico,Ricardo B. Anaya 2700 Estrella de Oriente,San Luis Potosi,San Luis Potosi,Mexico,78000S,No_Alcohol_Served,none,informal,no_accessibility,high,familiar,False,closed,none,Seafood,1.0,MasterCard-Eurocard | VISA | cash,3.0,yes,07:00-19:00,07:00-19:00,07:00-19:00,07:00-19:00,07:00-19:00,07:00-19:00,07:00-19:00,2.0,0,0,1.3636363636363635,0.8888888888888888
233,U1088,135070,2,2,1,22.142748,-100.940664,False,social drinker,informal,family,on foot,single,independent,1991,,hard-worker,Catholic,student,blue,62,medium,1.6,Mexican,1,,,22.152918,-100.915164,0101000020957F0000ED435B84934958C1B3CF85FA97914B41,Restaurante 75,Villa de Pozos 4497 Villa de Pozos,San Luis Potosi,San Luis Potosi,Mexico,78421,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,False,closed,none,,,cash,1.0,yes,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,1.5,1,1,1.3636363636363635,0.7142857142857143
234,U1014,135066,2,1,2,23.751607,-99.170108,False,abstemious,,friends,public,single,independent,1990,,hard-worker,Catholic,student,blue,53,medium,1.69,Fast_Food | Japanese,2,cash,1.0,22.16835,-100.972466,0101000020957F000013696871A24558C11EE432FB04A14B41,Restaurante Guerra,20 de Noviembre 1817 Tlaxcala,San Luis Potosi,San Luis Potosi,Mexico,78038,Wine-Beer,section,informal,no_accessibility,high,familiar,False,closed,none,,,MasterCard-Eurocard | VISA | cash,3.0,yes,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,1.5,-1,1,1.3,1.4545454545454546
235,U1088,135032,2,2,2,22.142748,-100.940664,False,social drinker,informal,family,on foot,single,independent,1991,,hard-worker,Catholic,student,blue,62,medium,1.6,Mexican,1,,,22.152481,-100.973486,0101000020957F000017D69FF5084858C1A8F2188740A24B41,Cafeteria y Restaurant El Pacifico,Constitucion 200 Centro,San Luis Potosi,San Luis Potosi,Mexico,78000,Wine-Beer,section,informal,no_accessibility,medium,familiar,False,closed,none,Cafeteria | Contemporary,2.0,MasterCard-Eurocard | VISA | cash,3.0,public,07:00-23:30,07:00-23:30,07:00-23:30,07:00-23:30,07:00-23:30,07:00-23:30,07:00-23:30,2.0,0,0,1.3636363636363635,1.1481481481481481
236,U1088,135081,1,2,2,22.142748,-100.940664,False,social drinker,informal,family,on foot,single,independent,1991,,hard-worker,Catholic,student,blue,62,medium,1.6,Mexican,1,,,22.164842,-100.960493,0101000020957F00006ADAD289804658C168CABB6BD09D4B41,El Club,Mexico 810 Centro,San Luis Potosi,San Luis Potosi,Mexico,78000,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,False,closed,none,,,MasterCard-Eurocard | VISA | cash,3.0,,14:00-23:30,14:00-23:30,14:00-23:30,14:00-23:30,14:00-23:30,14:00-23:30,14:00-23:30,2.0,0,0,1.4545454545454546,1.2
237,U1088,135051,2,1,2,22.142748,-100.940664,False,social drinker,informal,family,on foot,single,independent,1991,,hard-worker,Catholic,student,blue,62,medium,1.6,Mexican,1,,,22.151189,-100.977058,0101000020957F0000D6537C4C224858C1DED7F6EB58A34B41,Restaurante Versalles,Francisco I. Madero 145 Centro,San Luis Potosi,San Luis Potosi,Mexico,78000,No_Alcohol_Served,section,informal,no_accessibility,low,familiar,False,closed,none,,,cash,1.0,,08:00-23:30,08:00-23:30,08:00-23:30,08:00-23:30,08:00-23:30,08:00-23:30,00:00-00:00,1.5,-1,1,1.3636363636363635,1.3846153846153846
238,U1014,132830,2,2,1,23.751607,-99.170108,False,abstemious,,friends,public,single,independent,1990,,hard-worker,Catholic,student,blue,53,medium,1.69,Fast_Food | Japanese,2,cash,1.0,22.150849,-100.939752,0101000020957F0000F2E21C48374958C1C6826887BA984B41,Rincon Huasteco,,,,,,No_Alcohol_Served,none,informal,completely,low,familiar,False,closed,none,,,,,,00:00-23:30,00:00-23:30,00:00-23:30,00:00-23:30,00:00-23:30,00:00-23:30,00:00-23:30,1.5,1,1,1.3,0.8181818181818182
239,U1014,135082,0,0,0,23.751607,-99.170108,False,abstemious,,friends,public,single,independent,1990,,hard-worker,Catholic,student,blue,53,medium,1.69,Fast_Food | Japanese,2,cash,1.0,22.151448,-100.915099,0101000020957F0000A29FAF95CD4958C1FEEEBB73A9914B41,la Estrella de Dimas,Villa de Pozos 192 Villa de Pozos,San Luis Potosi,San Luis Potosi,Mexico,78421,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,False,closed,none,,,cash,1.0,,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,10:00-18:00,0.0,0,0,1.5,0.875
240,U1056,135066,2,2,2,22.168997,-100.974376,False,social drinker,informal,family,on foot,single,independent,1930,,hard-worker,Catholic,student,yellow,61,medium,1.62,Mexican,1,cash,1.0,22.16835,-100.972466,0101000020957F000013696871A24558C11EE432FB04A14B41,Restaurante Guerra,20 de Noviembre 1817 Tlaxcala,San Luis Potosi,San Luis Potosi,Mexico,78038,Wine-Beer,section,informal,no_accessibility,high,familiar,False,closed,none,,,MasterCard-Eurocard | VISA | cash,3.0,yes,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,07:00-23:00,2.0,0,0,1.7777777777777777,1.4545454545454546
241,U1056,135050,0,0,0,22.168997,-100.974376,False,social drinker,informal,family,on foot,single,independent,1930,,hard-worker,Catholic,student,yellow,61,medium,1.62,Mexican,1,cash,1.0,22.174887,-100.970825,0101000020957F0000FD78FFF7AD4458C1896A33F029A04B41,Restaurante la Estrella de Dima,Soledad Sn Arboledas de Soledad,Soledad,San Luis Potosi,Mexico,78430,Wine-Beer,none,informal,no_accessibility,high,familiar,False,closed,none,,,American_Express | MasterCard-Eurocard | VISA | cash,4.0,yes,12:00-19:30,12:00-19:30,12:00-19:30,12:00-19:30,12:00-19:30,12:00-19:30,12:00-19:30,0.0,0,0,2.0,1.4285714285714286
242,U1056,135076,2,2,2,22.168997,-100.974376,False,social drinker,informal,family,on foot,single,independent,1930,,hard-worker,Catholic,student,yellow,61,medium,1.62,Mexican,1,cash,1.0,22.181017,-100.973614,0101000020957F00005657121FAA4358C1A8030D5598A04B41,Restaurante Pueblo Bonito,Mexico 2015 Providencia,San Luis Potosi,San Luis Potosi,Mexico,78395,Wine-Beer,none,informal,no_accessibility,high,familiar,False,closed,none,,,American_Express | MasterCard-Eurocard | VISA | cash,4.0,yes,12:00-23:30,12:00-23:30,12:00-23:30,12:00-23:30,12:00-23:30,12:00-23:30,12:00-23:30,2.0,0,0,1.7777777777777777,1.25
243,U1056,135081,2,2,2,22.168997,-100.974376,False,social drinker,informal,family,on foot,single,independent,1930,,hard-worker,Catholic,student,yellow,61,medium,1.62,Mexican,1,cash,1.0,22.164842,-100.960493,0101000020957F00006ADAD289804658C168CABB6BD09D4B41,El Club,Mexico 810 Centro,San Luis Potosi,San Luis Potosi,Mexico,78000,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,False,closed,none,,,MasterCard-Eurocard | VISA | cash,3.0,,14:00-23:30,14:00-23:30,14:00-23:30,14:00-23:30,14:00-23:30,14:00-23:30,14:00-23:30,2.0,0,0,1.7777777777777777,1.1
244,U1056,135062,2,2,2,22.168997,-100.974376,False,social drinker,informal,family,on foot,single,independent,1930,,hard-worker,Catholic,student,yellow,61,medium,1.62,Mexican,1,cash,1.0,22.153703,-100.979033,0101000020957F0000D177B9CFB14758C162A211E1C2A34B41,Restaurante El Cielo Potosino,Julian de Los Reyes 400 Centro,San Luis Potosi,San Luis Potosi,Mexico,78000,No_Alcohol_Served,none,informal,no_accessibility,medium,familiar,False,closed,none,,,cash,1.0,yes,00:00-23:30,00:00-23:30,00:00-23:30,00:00-23:30,00:00-23:30,00:00-23:30,00:00-23:30,2.0,0,0,1.7777777777777777,1.2
245,U1056,135027,2,2,2,22.168997,-100.974376,False,social drinker,informal,family,on foot,single,independent,1930,,hard-worker,Catholic,student,yellow,61,medium,1.62,Mexican,1,cash,1.0,22.147145,-100.974494,0101000020957F000087BEDDE8D24858C1B20CDB33DBA24B41,Restaurant Orizatlan,Pascual M. Hernandez 240,San Luis Potosi,San Luis Potosi,Mexico,,Wine-Beer,none,informal,no_accessibility,medium,familiar,False,closed,none,Mexican,1.0,American_Express | MasterCard-Eurocard | VISA | cash,4.0,,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-22:00,08:00-23:00,08:00-19:00,2.0,0,0,1.7777777777777777,0.7142857142857143
246,U1056,135085,2,2,2,22.168997,-100.974376,False,social drinker,informal,family,on foot,single,independent,1930,,hard-worker,Catholic,student,yellow,61,medium,1.62,Mexican,1,cash,1.0,22.150802,-100.98268,0101000020957F00009F823DA6094858C18A2D4D37F9A44B41,Tortas Locas Hipocampo,Venustiano Carranza 719 Centro,San Luis Potosi,San Luis Potosi,Mexico,78000,No_Alcohol_Served,not permitted,informal,no_accessibility,medium,familiar,False,closed,none,Fast_Food,1.0,cash,1.0,public,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,00:00-00:00,2.0,0,0,1.7777777777777777,1.3142857142857143
